id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
4273,Ñã axmìx ùx tã' bòqk .,Mi mamá tiene dos ollas .,,,Ñã mĩ̀ ũ̀ tã' bö̀k.
4274,Alí náxũ kòqchi tã' pàktöm .,El tío materno de Alí tiene ocho cerdos .,,,Alí nã́ũ kö̀chi tã' pàktöm.
4275,Tchabèq kèq kalòq tã' .,Las serpientes no tienen patas .,,,Tchabë̀ kë̀ kalö̀ tã'.
4276,Yéqria skóxmóxköl tã' ètöm .,El cazador tiene una cerbatana .,,,Yë́ria skṍmṍköl tã' ètöm.
4277,Ẽ' yawòqkblapa uyèqjkuö tã' mãñàxt .,Los alumnos tienen tres libros .,,,Ẽ' yawö̀kblapa yë́jkuö tã' mãñã̀t.
4278,Ye' éql batòx tã' tkèqtöm .,Mi hermana tiene cuatro ardillas .,,,Ye' ë́l batõ̀ tã' tchë̀töm.
4279,Ye' kutà batòx tã' tkèqtöm .,Mi hermana tiene cuatro ardillas .,,,Ye' kutà batõ̀ tã' tchë̀töm.
4280,Alàralar séx kèq tkõ' tã' .,Esos niños no tienen guacal .,,,Alàralar sẽ́ kë̀ tchõ' tã'.
4281,Ye' tso' bèqkuö sáxũk bòqk .,Estoy viendo dos estrellas .,,,Ye' tso' bë̀kuö sã́ũk bö̀k.
4282,Kãñíxk ã òqk tso' skèxtöm .,Afuera hay cinco monos cariblancos .,,,Kãñĩ́k ã ö̀k tso' skẽ̀töm.
4283,Hernán yéq chìchi tã' tètktöm .,El papá de Hernán tiene seis perros .,,,Hernán yë́ chìchi tã' tètktöm.
4284,Trini kuèq tã' bòqk .,Trini tiene dos tortugas .,,,Trini kuë̀ tã' bö̀k.
4285,Pë' tso' chãmùx alök mãñáxtyuwak .,La gente está cocinando tres recimos de banano .,,,Pë' tso' chãmũ̀ alök mãñã́tyuwak.
4286,Ye' yàmĩpa sũlìx tã' sũlìxtöm .,Mi familia tiene nueve venados .,,,Ye' yàmĩpa sũlĩ̀ tã' sũlĩ̀töm.
4287,Ye' axmìx ù ã kabék tso' bòqt .,En la casa de mi mamá hay dos quetzales .,,,Ye' mĩ̀ ù ã kabék tso' bö̀t.
4288,Awá sĩõ' tã' èk wèqñẽ ẽnã èt aláki .,El médico tiene una piedra curativa macho y una piedra curativa hembra .,JaraAprendamos pg111,,Awá sĩõ' tã' èk wë̀ñẽ enã èt aláki.
4289,buà ètöm,una iguana,,,buà ètöm
4290,kabék èt,un quetzal,,,kabék èt
4291,kòqchi ètöm,un cerdo,,,kö̀chi ètöm
4292,dù èt,un pájaro,,,dù èt
4293,sĩnàx èk,un perezoso,,,sĩnã̀ èk
4294,nĩmàx ètöm,un pez,,,nãmã̀ ètöm
4295,skuèq ètöm,un ratón,,,skuë̀ ètöm
4296,púx èt,un gavilán,,,pṹ èt
4297,só èt,una cucaracha,,,só èt
4298,só èt,un camarón,,,só èt
4299,sàl ètöm,un mono colorado,,,sàl ètöm
4300,tsawì èk,un armadillo,,,tsawì èk
4301,dukúr èt,un murciélago,,,dukúr èt
4302,nãmùx ètöm,un tigre,,,nãmũ̀ ètöm
4303,pulèq èk,un caracol,,,pulë̀ èk
4304,sùla èt,una lechuza,,,sùla èt
4305,chìchi ètöm,un perro,,,chìchi ètöm
4306,talók ètöm,un lagarto,,,talók ètöm
4307,kua'kua èt,una mariposa,,,kua'kua èt
4308,sũlìx ètöm,un venado,,,sũlĩ̀ ètöm
4309,tsáwak èt,una hormiga,,,tsáwak èt
4310,Ímã i wà i chè ?,Qué significa eso ?,,,Ímã i wà i chè?
4311,Íyiwak kalòqka i' dör batsìx éqltë .,Estos animales con patas son de la clase alargada .,,,Íyiwak kalö̀ka i' dör batsĩ̀ ë́ltë.
4312,"Sàl , òqk ẽnã wìm dör íyiwak kalòqka .","El mono colorado , el mono cariblanco y el mono congo son animales con patas .",,,"Sàl, ö̀k enã wìm dör íyiwak kalö̀ka."
4313,"Íyiwak skà kèq dör kalòqka , èrë i dör batsìx éqltë .","Otros animales no son con patas , pero son de la clase alargada .",,,"Íyiwak skà kë̀ dör kalö̀ka, èrë i dör batsĩ̀ ë́ltë."
4314,Nãmùx dör batsìx éqltë añìxes .,El tigre también es de la clase alargada .,,,Nãmũ̀ dör batsĩ̀ ë́ltë añĩ̀es.
4315,Dù dör shtát éqltë .,Las aves son de la clase plana .,,,Dù dör shtát ë́ltë.
4316,Dukúr dör shtát éqltë .,El murciélago es de la clase plana .,,,Dukúr dör shtát ë́ltë.
4317,Ì kũéxkĩ ók dör shtát éqltë ?,Por qué la araña es de la clase plana ?,,,Ì kũẽ́kĩ ók dör shtát ë́ltë?
4318,Kàlwak dör shtát éqltë añìxes .,Los insectos también son de la clase plana .,,,Kàlwak dör shtát ë́ltë añĩ̀es.
4319,Ì kũéxkĩ só wà i chè cucaracha ẽnã camarón ?,Por qué só significa ' cucaracha ' y ' camarón ' ?,,,Ì kũẽ́kĩ só wà i chè cucaracha enã camarón?
4320,"Tsawì , sawéq ẽnã sĩnàx dör tsaníx éqltë .","El armadillo , el conejo y el oso perezoso son de la clase redonda .",,,"Tsawì, sawë́ enã sĩnã̀ dör tsanĩ́ ë́ltë."
4321,Íyiwak skà dör tsaníx éqltë .,Otros animales son de la clase redonda .,,,Íyiwak skà dör tsanĩ́ ë́ltë.
4322,Kuèq ẽnã pulèq dör tsaníx éqltë añìxes .,La tortuga y el caracol también son de la clase redonda .,,,Kuë̀ enã pulë̀ dör tsanĩ́ ë́ltë añĩ̀es.
4323,Ímã i chè bribri ã ?,Cómo se dice eso en bribri ?,,,Ímã i chè bribri ã?
4324,Bìtöm tsa' tkèqnĩk kàl mĩk ?,Cuántos mecates cuelgan del árbol ?,,,Bìtöm tsa' tchë̀nĩk kàl mĩk?
4325,Tsa' tkèqnĩk bòqtöm kàl mĩk .,Dos mecates cuelgan del árbol .,,,Tsa' tchë̀nĩk bö̀töm kàl mĩk.
4326,Bìt só bàtsulur akõ' mĩk ?,Cuántas cucarachas están pegadas de la pared ?,,,Bìt só bàtsulur akõ' mĩk?
4327,Só bàtsulur mãñàxt akõ' mĩk .,Tres cucarachas están en la pared .,,,Só bàtsulur mãñã̀t akõ' mĩk.
4328,Íyiwak tẽr ètöm i úk ã .,Hay un animal dentro de la cueva .,,,Íyiwak tẽr ètöm i úk ã.
4329,Ichàkök ẽnã kóxpàkök,Preguntar y conversar,JaraAprendamos pg114,,Ichàkök enã kṍpàkök
4330,Tté ichàkok,Palabras para preguntar,JaraAprendamos pg114,,Tté ichàkok
4331,Yì be' dör ?,Quién es usted ?,JaraAprendamos pg115,,Yì be’ dör?
4332,Be' dör yì ?,Quién es usted ?,JaraAprendamos pg115,,Be’ dör yì?
4333,Ye' dör María .,Yo soy María .,JaraAprendamos pg115,,Ye’ dör María.
4334,Ì i' dör ?,Qué es esto ?,JaraAprendamos pg115,,Ì i’ dör?
4335,I' dör ì ?,Qué es esto ?,JaraAprendamos pg115,,I’ dör ì?
4336,Séx dör bìk .,Eso es una piedra .,JaraAprendamos pg115,,Sẽ́ dör bìk.
4337,Ìs be' shkèxnã ?,Cómo está usted ?,JaraAprendamos pg115,,Ìs be’ shkẽ̀nã?
4338,Ye' shkèxnã bua'ë .,Yo estoy muy bien .,JaraAprendamos pg115,,Ye’ shkẽ̀nã bua’ë.
4339,Ímã be' kie ?,Cómo se llama usted ?,JaraAprendamos pg115,,Ímã be’ kie?
4340,Ye' kie María .,Me llamo María .,JaraAprendamos pg115,,Ye’ kie María.
4341,Wéx be' sèxrke ?,Dónde vive usted ?,JaraAprendamos pg115,,Wẽ́ be’ sẽ̀rke?
4342,Ye' sèxrke Cartago ã .,Vivo en Cartago .,JaraAprendamos pg115,,Ye’ sẽ̀rke Cartago ã.
4343,Mìxkã be' ẽ' yawòqke ?,Cuando vas a estudiar ?,JaraAprendamos pg115,,Mĩ̀kã be’ ẽ’ yawö̀ke?
4344,Ye' ẽ' yawòqke íñẽ .,Voy a estudiar hoy .,JaraAprendamos pg115,,Ye’ ẽ’ yawö̀ke íñẽ.
4345,Wéxs i kãnèxwèxke ?,Cómo se hace ?,JaraAprendamos pg115,,Wẽ́s i kãnẽ̀wẽ̀ke?
4346,Ès i kãnèxwèxke .,Así se hace .,JaraAprendamos pg115,,Ès i kãnẽ̀wẽ̀ke.
4347,Ie' dör be' yàie ?,Qué es él de usted ?,JaraAprendamos pg115,,Ie’ dör be’ yàie?
4348,Ie' dör ye' dawö' .,Él es mi primo cruzado .,JaraAprendamos pg115,,Ie’ dör ye’ dawö’.
4349,Kòxs be' kĩ dawàs tso' ?,Cuántos años tiene usted ?,JaraAprendamos pg115,,Kõ̀s be’ kĩ dawàs tso’?
4350,Ye' kĩ dawàs tso' 21 .,Tengo 21 años .,JaraAprendamos pg115,,Ye’ kĩ dawàs tso’ 21.
4351,pë' bíl ?,cuántas personas ?,JaraAprendamos pg115,,pë’ bíl?
4352,ák bìk ?,cuántas piedras ?,JaraAprendamos pg115,,ák bìk?
4353,káx bìt ?,cuántos días ?,JaraAprendamos pg115,,kṍ bìt?
4354,kapòq bìtöm ?,cuántas hamacas ?,JaraAprendamos pg115,,kapö̀ bìtöm?
4355,Káx kàchok,Palabras para señalar tiempo,JaraAprendamos pg115,,Kṍ kàchok
4356,Mìxkã ?,Cuándo ?,JaraAprendamos pg115,,Mĩ̀kã?
4357,Káx kàchok,Palabras para señalar tiempo,JaraAprendamos pg115,,Kṍ kàchok
4358,Mìxkã ?,Cuándo ?,JaraAprendamos pg115,,Mĩ̀kã?
4359,iõiòxtã,antes,JaraAprendamos pg115,,iõiõ̀tã
4360,e'tã,entonces,JaraAprendamos pg115,,e’tã
4361,tã,entonces,JaraAprendamos pg115,,tã
4362,íñẽ,hoy,JaraAprendamos pg115,,íñẽ
4363,bulé,mañana,JaraAprendamos pg115,,bulé
4364,kuóqska,después,JaraAprendamos pg115,,kuö́ska
4365,i'tã,ahora,JaraAprendamos pg115,,i’tã
4366,ènĩã,hace un rato,JaraAprendamos pg115,,ènĩã
4367,chakì,ayer,JaraAprendamos pg115,,chakì
4368,iã,todavía,JaraAprendamos pg115,,iã
4369,ñíxwe,en el día,JaraAprendamos pg115,,ñĩ́we
4370,bulámĩ,en la mañana,JaraAprendamos pg115,,bulámĩ
4371,di'batà ã,al mediodía,JaraAprendamos pg115,,di’batà ã
4372,tsóxlĩ,en la tarde,JaraAprendamos pg115,,tsṍlĩ
4373,tsóxli tsóxlĩ,en las tardes,JaraAprendamos pg115,,tsṍli tsṍlĩ
4374,nãñéxwe,en la noche,JaraAprendamos pg115,,nãñẽ́we
4375,bóqiki,dentro de dos días,JaraAprendamos pg115,,bö́iki
4376,mãñèxk,dentro de tres días,JaraAprendamos pg115,,mãñẽ̀k
4377,tkèxk,dentro de cuatro días,JaraAprendamos pg115,,tchẽ̀k
4378,skéxiki,dentro de cinco días,JaraAprendamos pg115,,skẽ́iki
4379,térriki,dentro de seis días,JaraAprendamos pg115,,térriki
4380,kúiki,dentro de siete días,JaraAprendamos pg115,,kúiki
4381,páiki,dentro de ocho días,JaraAprendamos pg115,,páiki
4382,Wéx ?,Dónde ?,JaraAprendamos pg116,,Wẽ́?
4383,tsíxnẽt,cerca,JaraAprendamos pg116,,tsĩ́nẽt
4384,káxmìx,lejos,JaraAprendamos pg116,,kã́mĩ̀
4385,wéxshkẽ,adentro,JaraAprendamos pg116,,wẽ́shkẽ
4386,kãñíxkã,afuera,JaraAprendamos pg116,,kãñĩ́kã
4387,úrikĩ,afuera,JaraAprendamos pg116,,úrikĩ
4388,kóxjkẽ,arriba,JaraAprendamos pg116,,kṍjkẽ
4389,shũshòx,al medio,JaraAprendamos pg116,,shũshõ̀
4390,íxskĩ,abajo,JaraAprendamos pg116,,ĩ́skĩ
4391,Ìs alà bùsi dör ?,Cómo es la chiquita ?,JaraAprendamos pg117,,Ìs alà bùsi dör?
4392,Alà bùsi dör tsìr .,La chiquita es pequeña .,JaraAprendamos pg117,,Alà bùsi dör tsìr.
4393,Ìs awá dör ?,Cómo es el médico ?,JaraAprendamos pg117,,Ìs awá dör?
4394,Awá dör kéqkë tãîx .,El médico es un gran señor .,JaraAprendamos pg117,,Awá dör kë́kë tã́ĩ.
4395,Ye' mĩk kóxba .,Tengo calor .,JaraAprendamos pg118,,Ye’ mĩk kṍba.
4396,Ye' mĩk kóxsẽ .,Tengo frío .,JaraAprendamos pg118,,Ye’ mĩk kṍsẽ.
4397,Alákölpa e' dör sulù .,Aquellas mujeres eran malas .,JaraAprendamos pg122,,Alákölpa e’ dör sulù.
4398,Alákölpa e' wák dör sulù .,Aquellas mujeres eran feas .,JaraAprendamos pg122,,Alákölpa e’ wák dör sulù.
4399,Wéx ù tẽr ?,Dónde está la casa ?,JaraAprendamos pg172,,Wẽ́ ù tẽr?
4400,Ù tẽr tsíxnẽt .,La casa está cerca .,JaraAprendamos pg172,,Ù tẽr tsĩ́nẽt.
4401,Wéx talók tër ?,Dónde está el lagarto ?,JaraAprendamos pg172,,Wẽ́ talók tër?
4402,Talók tër dióqẽ di' jkö .,El lagarto está allá a la orilla del río .,JaraAprendamos pg172,,Talók tër diö́ẽ di' jkö.
4403,Wéx kabék tulur ?,Dónde están los quetzales ?,JaraAprendamos pg172,,Wẽ́ kabék tulur?
4404,Kabék tulur aíẽ kàlula kĩ .,Los quetzales están allá en la rama .,JaraAprendamos pg172,,Kabék tulur aíẽ kàlula kĩ.
4405,Bìtöm nãmùx ièqtẽn kãñíxk ã ?,Cuántos tigres hay afuera ?,JaraAprendamos pg172,,Bìtöm nãmũ̀ ië̀tẽn kãñĩ́k ã?
4406,Bìtöm nãmùx tso' kãñíxk ã ?,Cuántos tigres hay afuera ?,JaraAprendamos pg172,,Bìtöm nãmũ̀ tso' kãñĩ́k ã?
4407,Kãñíxk ã nãmùx tso' skèxtöm .,Afuera hay cinco tigres .,JaraAprendamos pg172,,Kãñĩ́k ã nãmũ̀ tso' skẽ̀töm.
4408,Kãñíxk ã nãmùx ièqtẽn skèxtöm .,Afuera hay cinco tigres .,JaraAprendamos pg172,,Kãñĩ́k ã nãmũ̀ ië̀tẽn skẽ̀töm.
4409,Wéx skuèq tulur ?,Dónde están los ratones ?,JaraAprendamos pg172,,Wẽ́ skuë̀ tulur?
4410,Skuèq tulur i úk ã .,Los ratones están ahí en la cueva .,JaraAprendamos pg172,,Skuë̀ tulur i úk ã.
4411,Wéx di' tër ?,Dónde está el río ?,JaraAprendamos pg172,,Wẽ́ di' tër?
4412,Di' tër káxmìx .,El río está lejos .,JaraAprendamos pg172,,Di' tër kã́mĩ̀.
4413,Wéx se' mìxke éxnũk ?,Dónde vamos a descansar ?,JaraAprendamos pg172,,Wẽ́ se' mĩ̀ke ẽ́nũk?
4414,Wéx se' éxnùxke ?,Dónde vamos a descansar ?,JaraAprendamos pg172,,Wẽ́ se' ẽ́nũ̀ke?
4415,Se' mìxke éxnũk aìẽ kóxbata ã .,"Vamos a descansar allá arriba , muy lejos en el monte .",JaraAprendamos pg172,,Se' mĩ̀ke ẽ́nũk aìẽ kṍbata ã.
4416,Se' éxnùxke aìẽ kóxbata ã .,"Vamos a descansar allá arriba , muy lejos en el monte .",JaraAprendamos pg172,,Se' ẽ́nũ̀ke aìẽ kṍbata ã.
4417,Míxshka éxnũk aìẽ kóxbata ã ?,"Vamos a descansar allá arriba , muy lejos en el monte .",JaraAprendamos pg172,,Mĩ́shka ẽ́nũk aìẽ kṍbata ã?
4418,Wéx kalòqte ?,Dónde es el baile ?,JaraAprendamos pg172,,Wẽ́ kalö̀te?
4419,"Íẽ , ye' ska .",Aquí en mi casa .,JaraAprendamos pg172,,"Íẽ, ye' ska."
4420,"Íẽ , ye' ù ã .",Aquí en mi casa .,JaraAprendamos pg172,,"Íẽ, ye' ù ã."
4421,Alà kóxjkèx séx dör be' alà ?,Ese niño alto es tu hijo ?,JaraAprendamos pg172,,Alà kṍjkẽ̀ sẽ́ dör be' alà?
4422,"Tóq , ie' dör ye' alà ; ie' dör kóxjkèxë .","Sí , él es mi hijo ; él es muy alto .",JaraAprendamos pg172,,"Tö́, ie' dör ye' alà; ie' dör kṍjkẽ̀ë."
4423,Ìs Hernán kutápa dör ?,Cómo son las hermanas de Hernán ?,JaraAprendamos pg172,,Ìs Hernán kutápa dör?
4424,Hernán kutápa dör buàmbuáala .,Las hermanas de Hernán son bonitas .,JaraAprendamos pg172,,Hernán kutápa dör buàmbuáala.
4425,Síkua e' dör dichàchà ?,Aquel extranjero era flaco ?,JaraAprendamos pg173,,Síkua e' dör dichàchà?
4426,"Aû , ie' kèq dör dichàchà ; ie' dör óxjkèx .","No , él no era flaco . Él era gordo .",JaraAprendamos pg173,,"Áù, ie' kë̀ dör dichàchà; ie' dör ṍjkẽ̀."
4427,Kàlwóqlö dör opòqp o éxjkèx ?,El tronco es liviano o pesado ?,JaraAprendamos pg173,,Kàlwö́lö dör opö̀p o ẽ́jkẽ̀?
4428,Kàlwóqlö i' dör opòqp èrë kàlwóqlö séx dör éxjkèx .,Este tronco es liviano pero ese tronco es pesado .,JaraAprendamos pg173,,Kàlwö́lö i’ dör opö̀p èrë kàlwö́lö sẽ́ dör ẽ́jkẽ̀.
4429,Kàlwóqlö bòqtöm dià dör éxjkèxë .,"Aquellos dos troncos abajo , lejos son muy pesados .",JaraAprendamos pg173,,Kàlwö́lö bö̀töm dià dör ẽ́jkẽ̀ë.
4430,pë' bua'bua,las buenas personas,JaraAprendamos pg173,,pë' bua'bua
4431,alákölpa buàmbuáala,las mujeres bonitas,JaraAprendamos pg173,,alákölpa buàmbuáala
4432,nãmùx bulùbulù,los tigres grandes,JaraAprendamos pg173,,nãmũ̀ bulùbulù
4433,ók tsìrtsir,las arañas pequeñas,JaraAprendamos pg173,,ók tsìrtsir
4434,Ímã i chè bribri ã ?,Cómo se dice eso en bribri ?,JaraAprendamos pg173,,Ímã i chè bribri ã?
4435,Àshali dör tsikirìrì .,La naranja es amarilla .,JaraAprendamos pg173,,Àshali dör tsikirìrì.
4436,Apàio dör màxtkle .,La camisa es muy roja .,JaraAprendamos pg173,,Apàio dör mã̀tkle.
4437,Si'wö dör sarùrù .,La luna es blanca .,JaraAprendamos pg173,,Si'wö dör sarùrù.
4438,Dù dör sĩèx .,El pájaro es azul .,JaraAprendamos pg173,,Dù dör sĩẽ̀.
4439,Ye' kalòqio dör dalòlò .,Mi pantalón es negro .,JaraAprendamos pg173,,Ye' kalö̀io dör dalòlò.
4440,Kua'kua dör máxshmãsh .,La mariposa es anaranjada .,JaraAprendamos pg173,,Kua'kua dör mã́shmãsh.
4441,Tsulí dör spóxpõ .,El perico es verde .,JaraAprendamos pg173,,Tsulí dör spṍpõ.
4442,Kayóq dör spóxpõ .,El perico es verde .,JaraAprendamos pg173,,Kayö́ dör spṍpõ.
4443,Pà dör spóxpõ .,La lora verde es verde .,JaraAprendamos pg173,,Pà dör spṍpõ.
4444,Kukõ' dör spóxpõ .,La lapa es verde .,JaraAprendamos pg173,,Kukõ' dör spṍpõ.
4445,Sawéq wòqat dör sarúlsarul .,El color del conejo es blancuzco .,JaraAprendamos pg173,,Sawë́ wö̀at dör sarúlsarul.
4446,Wéqpa dör bulùbulù .,Los hombres son grandes .,JaraAprendamos pg173,,Wë́pa dör bulùbulù.
4447,Tchabèq dör spóxpõ .,La serpiente es verde .,JaraAprendamos pg173,,Tchabë̀ dör spṍpõ.
4448,Ìs skuèq dör ?,Cómo es el ratón ?,JaraAprendamos pg173,,Ìs skuë̀ dör?
4449,Skuèq dör tsìr .,El ratón es pequeño .,JaraAprendamos pg173,,Skuë̀ dör tsìr.
4450,Kabèq e' wák dör sulùë .,Aquel muchacho era muy feo .,JaraAprendamos pg173,,Kabë̀ e' wák dör sulùë.
4451,Ñãlàx dör batsìx .,El camino es largo .,JaraAprendamos pg173,,Ñõlõ̀ dör batsĩ̀.
4452,Kóxbata aì dör kóxjkèxë .,"Aquella montaña arriba , muy lejos es muy alta .",JaraAprendamos pg173,,Kṍbata aì dör kṍjkẽ̀ë.
4453,Àshali dör máxshmãsh .,Las naranjas son anaranjadas .,JaraAprendamos pg173,,Àshali dör mã́shmãsh.
4454,Kàl séx dör ukòqie .,Ese palo es corto .,JaraAprendamos pg173,,Kàl sẽ́ dör ukö̀ie.
4455,Kuèq i' dör tsìrtsir .,Estas tortugas son pequeñas .,JaraAprendamos pg173,,Kuë̀ i' dör tsìrtsir.
4456,Ie'pa apàio dör sĩèx .,Las camisas de ellos son azules .,JaraAprendamos pg173,,Ie'pa apàio dör sĩẽ̀.
4457,Ye' yéq kalòqio dör dalóshdalosh .,El pantalón de mi papá es negruzco .,JaraAprendamos pg173,,Ye' yë́ kalö̀io dör dalóshdalosh.
4458,A' alàralar dör buàmbuáala .,Las hijas de ustedes son muy bonitas .,JaraAprendamos pg173,,A' alàralar dör buàmbuáala.
4459,Awá séx dör bua' .,Ese médico es bueno .,JaraAprendamos pg173,,Awá sẽ́ dör bua'.
4460,Dìwö dör tsikirìrì .,El sol es amarillo .,JaraAprendamos pg173,,Dìwö dör tsikirìrì.
4461,Siwõ' àxritsimĩ ye' ã .,Ya puedo leer historias .,JaraAprendamos pg129,,Siwõ' õ̀ritsimĩ ye' ã.
4462,"Káx : iòxiòx , i'tã , ukòqkĩ .","El tiempo : antes , ahora , después .",JaraAprendamos pg130,,"Kṍ : iõ̀iõ̀, i'tã, ukö̀kĩ."
4463,Awá tsë' chakì .,El médico cantó ayer .,JaraAprendamos pg131,,Awá tsë’ chakì.
4464,Awá tsé ènĩã .,El médico cantó hace un rato .,JaraAprendamos pg131,,Awá tsé ènĩã.
4465,Alà tö ali' ñã' chakì .,El niño comió yuca ayer .,JaraAprendamos pg131,,Alà tö ali’ ñã’ chakì.
4466,Alà tö ali' ñéx ènĩã .,El niño comió yuca hace un rato .,JaraAprendamos pg131,,Alà tö ali’ ñẽ́ ènĩã.
4467,Ye' tso' dawèie .,Estoy estaba enfermo .,JaraAprendamos pg132,,Ye' tso' dawèie.
4468,Ye' tká dawèie ènĩã .,Estuve enfermo hace un rato .,JaraAprendamos pg132,,Ye' tchá dawèie ènĩã.
4469,Ye' bák dawèie .,Estuve enfermo ayer .,JaraAprendamos pg132,,Ye' bák dawèie.
4470,Yéqria tso' yéqblök .,El cazador está cazando .,JaraAprendamos pg132,,Yë́ria tso' yë́balök.
4471,Yéqria tká yéqblök ènĩã .,El cazador estuvo cazando hace un rato .,JaraAprendamos pg132,,Yë́ria tchá yë́balök ènĩã.
4472,Yéqria bák yéqblök chakì .,El cazador estuvo cazando ayer .,JaraAprendamos pg132,,Yë́ria bák yë́balök chakì.
4473,Ye' kèq kũ dawèie .,No estoy enfermo .,JaraAprendamos pg133,,Ye' kë̀ kũ dawèie.
4474,Yéqria kèq kũ yéqblök .,El cazador no está cazando .,JaraAprendamos pg133,,Yë́ria kë̀ kũ yë́balök.
4475,Yéqria kèq bák yéqblök ènĩã .,El cazador no estuvo cazando hace un rato .,JaraAprendamos pg133,,Yë́ria kë̀ bák yë́balök ènĩã.
4476,Yéqria kèq bák yéqblök chakì .,El cazador no estuvo cazando ayer .,JaraAprendamos pg133,,Yë́ria kë̀ bák yë́balök chakì.
4480,Dù bák tkër kàlula kĩ .,El pájaro estuvo posado sobre la rama .,JaraAprendamos pg133,,Dù bák tchër kàlula kĩ.
4481,Dù kèq bák tkër kàlula kĩ .,El pájaro no estuvo posado sobre la rama .,JaraAprendamos pg133,,Dù kë̀ bák tchër kàlula kĩ.
4482,Awá bák tkër tsòqk chakì .,El médico estuvo sentado cantando ayer .,JaraAprendamos pg133,,Awá bák tchër tsö̀k chakì.
4483,Kèq awá bák tkër tsòqk chakì .,El médico no estuvo sentado cantando ayer .,JaraAprendamos pg133,,Kë̀ awá bák tchër tsö̀k chakì.
4484,Ie' tö balo' ya' tãîx .,Él bebió mucha chicha .,JaraAprendamos pg134,,Ie’ tö balo’ ya’ tã́ĩ.
4485,Balo' yànẽ tãîx .,Se bebió mucha chicha .,JaraAprendamos pg134,,Balo’ yànẽ tã́ĩ.
4486,Ie' tsë' tãîx .,Él cantó mucho .,JaraAprendamos pg134,,Ie’ tsë’ tã́ĩ.
4487,Tsèqnẽ tãîx .,Se cantó mucho .,JaraAprendamos pg134,,Tsë̀nẽ tã́ĩ.
4488,Ye' wã i chèxr .,Lo sé .,JaraAprendamos pg135,,Ye’ wã i chẽ̀r.
4489,Kèq ye' wã i chèxr .,No lo sé .,JaraAprendamos pg135,,Kë̀ ye’ wã i chẽ̀r.
4490,Íẽ inìxr bola wa .,Aquí se acostumbra jugar bola .,JaraAprendamos pg135,,Íẽ inĩ̀r bola wa.
4491,Inìxr bua' bola i' wa .,Se juega bien con esta bola .,JaraAprendamos pg136,,Inĩ̀r bua’ bola i’ wa.
4492,Ye' ã inìxr bola' i' wa .,Yo puedo jugar con esta bola .,JaraAprendamos pg136,,Ye’ ã inĩ̀r bola’ i’ wa.
